dataset_id,n_train,n_test,n_features,n_classes,accuracy,f1_weighted,logloss,fit_seconds,predict_seconds,status,error
SDSS17,80000,20000,12,3,0.9349,0.934071035656233,0.2222167346301967,11.818859338760376,137.70036435127258,ok,
PieChart3,861,216,37,2,0.875,0.8166666666666667,0.30546311482914007,0.44086217880249023,2.8204281330108643,ok,
Pumpkin_Seeds,2000,500,12,2,0.86,0.8597322017006639,0.33312393900896065,0.35834503173828125,1.2342939376831055,ok,
Telecom_Churn_Dataset,2666,667,17,2,0.8605697151424287,0.8016348839383878,0.3551591605828213,0.3612217903137207,0.8803772926330566,ok,
Water_Quality_and_Potability,2620,656,8,2,0.6097560975609756,0.4619364375461936,0.6668815047527324,0.3374309539794922,0.6532859802246094,ok,
abalone,3341,836,8,3,0.6136363636363636,0.6139479598673977,0.8037214749510659,0.3414163589477539,0.8339183330535889,ok,
ada_prior,3649,913,14,2,0.8313253012048193,0.8170440598151443,0.3959017172123969,0.3500082492828369,4.551253795623779,ok,
banknote_authentication,1097,275,4,2,0.5490909090909091,0.4006953633368727,0.6904842997652357,0.2935211658477783,0.7779781818389893,ok,
company_bankruptcy_prediction,5455,1364,95,2,0.968475073313783,0.9536657863061864,0.09087747417070763,0.6394374370574951,17.94261932373047,ok,
estimation_of_obesity_levels,1688,423,16,7,0.8676122931442081,0.86758379148808,0.41882931828803016,0.31673264503479004,2.5924627780914307,ok,
first-order-theorem-proving,4894,1224,51,6,0.5923202614379085,0.5533311105449427,1.1670830967222503,0.38701915740966797,8.510902404785156,ok,
hill-valley,969,243,100,2,0.5061728395061729,0.4960100295831711,0.6927749489065004,0.36211419105529785,4.465576171875,ok,
ibm-employee-performance,1176,294,30,2,0.8469387755102041,0.7767504791972037,0.32908817227995674,0.40961456298828125,0.7460494041442871,ok,
in_vehicle_coupon_recommendation,10147,2537,21,2,0.6310603074497438,0.574887462588343,0.6386903509090527,0.4089975357055664,6.888040065765381,ok,
kdd_ipums_la_97-small,4150,1038,20,2,0.8429672447013488,0.8403461177347595,0.32445601229484716,0.3316044807434082,2.1640684604644775,ok,
kropt,22444,5612,6,18,0.5516749821810406,0.5368575047639987,1.3282737193580723,0.37552309036254883,47.94403529167175,ok,
rice_cammeo_and_osmancik,3048,762,7,2,0.916010498687664,0.9157931616014061,0.20720786900739213,1.9926767349243164,0.8933048248291016,ok,
satimage,5144,1286,36,6,0.8880248833592534,0.8827757760866959,0.28513804092171696,0.3565220832824707,2.4905123710632324,ok,
statlog,800,200,20,2,0.715,0.6721568627450981,0.5542366674764637,0.2928156852722168,0.31195950508117676,ok,
sylvine,4099,1025,20,2,0.7219512195121951,0.7215165301577946,0.541334007403872,0.31603217124938965,1.4223275184631348,ok,
thyroid-ann,3017,755,21,3,0.952317880794702,0.9364237772942976,0.10789377679319953,0.30567431449890137,1.0999040603637695,ok,
turiye_student_evaluation,4656,1164,32,5,0.48711340206185566,0.3880471803615528,1.27506861112884,0.3341081142425537,2.0911154747009277,ok,
water_quality,6396,1600,20,2,0.888125,0.8477089661631173,0.24436632593098423,0.3117952346801758,2.0822627544403076,ok,
wine,2043,511,4,2,0.7397260273972602,0.737913642173339,0.5280144182492204,0.2758314609527588,0.21020960807800293,ok,
